wavelength ,blue_ex,blue_raw,green_ex,green_raw,lime_ex,lime_raw,red_ex,em_jrgeco_filter_under blue,em_jrgeco_filter_under green,em_jrgeco_filter_under lime,em_jrgeco_filter_under red,em_525_50_under_blue,dv2_shorter_wl_under_white_led,dv2_longer_wl_under_white_led,
347.66,783.90,834.31,894.80,879.68,897.33,940.18,783.90,804.06,776.34,811.63,811.63,857.00,796.50,814.15,
348.03,849.43,862.04,854.48,859.52,834.31,894.80,788.94,756.17,904.89,829.27,793.98,814.15,736.01,809.11,
348.39,857.00,766.26,942.70,819.19,821.71,955.30,796.50,804.06,816.67,809.11,793.98,841.87,746.09,768.78,
348.76,743.57,763.73,806.58,869.60,879.68,1000.67,804.06,793.98,723.41,826.75,751.13,819.19,836.83,761.21,
349.13,809.11,824.23,874.64,773.82,869.60,990.59,899.85,836.83,783.90,685.60,688.12,801.54,867.08,877.16,
349.49,826.75,816.67,809.11,824.23,857.00,965.38,793.98,763.73,766.26,751.13,834.31,743.57,766.26,793.98,
349.86,819.19,758.69,814.15,763.73,854.48,914.97,793.98,816.67,829.27,788.94,771.30,783.90,788.94,793.98,
350.23,829.27,874.64,877.16,824.23,809.11,894.80,889.76,841.87,816.67,751.13,786.42,859.52,811.63,786.42,
350.59,884.72,763.73,862.04,892.28,826.75,965.38,902.37,819.19,882.20,791.46,781.38,761.21,816.67,801.54,
350.96,844.39,786.42,882.20,851.96,796.50,947.74,854.48,781.38,829.27,786.42,814.15,877.16,788.94,703.24,
351.33,811.63,806.58,912.45,844.39,862.04,879.68,816.67,793.98,743.57,836.83,796.50,783.90,776.34,751.13,
351.69,846.91,783.90,899.85,819.19,816.67,952.78,788.94,778.86,814.15,864.56,824.23,741.05,859.52,869.60,
352.06,814.15,857.00,882.20,857.00,882.20,935.13,841.87,826.75,839.35,834.31,788.94,836.83,778.86,814.15,
352.43,864.56,846.91,872.12,839.35,846.91,960.34,821.71,804.06,793.98,751.13,738.53,801.54,783.90,859.52,
352.79,796.50,904.89,846.91,778.86,824.23,967.90,836.83,869.60,846.91,723.41,708.28,841.87,730.97,786.42,
353.16,799.02,869.60,857.00,849.43,904.89,909.93,768.78,839.35,796.50,793.98,718.36,799.02,824.23,778.86,
353.53,788.94,849.43,849.43,894.80,889.76,960.34,814.15,771.30,874.64,746.09,723.41,806.58,776.34,819.19,
353.89,801.54,801.54,869.60,799.02,889.76,1000.67,788.94,720.88,824.23,723.41,796.50,788.94,738.53,773.82,
354.26,821.71,836.83,844.39,826.75,849.43,920.01,791.46,804.06,857.00,781.38,781.38,814.15,834.31,753.65,
354.63,821.71,786.42,894.80,836.83,791.46,980.50,854.48,761.21,816.67,854.48,809.11,768.78,786.42,829.27,
354.99,811.63,877.16,806.58,912.45,879.68,1015.79,811.63,857.00,783.90,836.83,788.94,819.19,781.38,788.94,
355.36,816.67,859.52,849.43,867.08,849.43,1078.81,806.58,796.50,786.42,811.63,788.94,841.87,733.49,826.75,
355.72,872.12,857.00,829.27,839.35,874.64,952.78,829.27,786.42,796.50,811.63,821.71,814.15,829.27,758.69,
356.09,849.43,844.39,849.43,799.02,839.35,942.70,829.27,761.21,783.90,753.65,872.12,743.57,811.63,829.27,
356.46,831.79,892.28,884.72,834.31,821.71,930.09,799.02,768.78,766.26,804.06,736.01,778.86,799.02,806.58,
356.82,899.85,778.86,743.57,879.68,814.15,975.46,793.98,756.17,763.73,756.17,811.63,819.19,738.53,796.50,
357.19,824.23,821.71,834.31,841.87,889.76,977.98,869.60,804.06,804.06,806.58,778.86,819.19,708.28,781.38,
357.55,821.71,806.58,859.52,816.67,874.64,980.50,879.68,758.69,741.05,846.91,806.58,814.15,791.46,781.38,
357.92,882.20,814.15,907.41,831.79,909.93,990.59,879.68,834.31,826.75,834.31,801.54,806.58,819.19,763.73,
358.29,821.71,836.83,836.83,869.60,872.12,977.98,836.83,710.80,841.87,741.05,811.63,811.63,723.41,753.65,
358.65,922.53,829.27,882.20,899.85,879.68,1023.35,773.82,874.64,768.78,806.58,788.94,753.65,814.15,773.82,
359.02,788.94,801.54,862.04,899.85,942.70,988.07,872.12,829.27,799.02,773.82,824.23,771.30,736.01,809.11,
359.38,816.67,791.46,884.72,864.56,879.68,990.59,844.39,831.79,819.19,791.46,849.43,793.98,758.69,776.34,
359.75,773.82,859.52,851.96,892.28,874.64,1020.83,801.54,804.06,894.80,811.63,836.83,801.54,804.06,821.71,
360.11,778.86,864.56,851.96,877.16,874.64,935.13,829.27,776.34,821.71,753.65,804.06,791.46,753.65,771.30,
360.48,766.26,804.06,806.58,831.79,846.91,952.78,801.54,763.73,846.91,730.97,809.11,831.79,791.46,728.45,
360.85,887.24,869.60,839.35,773.82,912.45,930.09,801.54,778.86,776.34,791.46,796.50,791.46,874.64,834.31,
361.21,748.61,892.28,844.39,796.50,864.56,937.65,811.63,758.69,786.42,854.48,804.06,806.58,824.23,758.69,
361.58,801.54,816.67,814.15,857.00,882.20,957.82,799.02,763.73,786.42,796.50,788.94,799.02,751.13,854.48,
361.94,791.46,836.83,914.97,857.00,914.97,1005.71,834.31,763.73,844.39,783.90,776.34,811.63,793.98,758.69,
362.31,816.67,783.90,786.42,841.87,937.65,952.78,834.31,793.98,844.39,857.00,783.90,826.75,809.11,791.46,
362.67,816.67,841.87,914.97,834.31,904.89,985.55,849.43,806.58,831.79,874.64,834.31,715.84,788.94,809.11,
363.04,844.39,831.79,902.37,766.26,862.04,1003.19,902.37,771.30,814.15,809.11,690.64,811.63,713.32,831.79,
363.40,761.21,867.08,849.43,854.48,869.60,983.02,804.06,763.73,841.87,788.94,748.61,809.11,819.19,791.46,
363.77,882.20,819.19,776.34,902.37,874.64,955.30,844.39,786.42,758.69,788.94,685.60,753.65,851.96,771.30,
364.14,758.69,804.06,811.63,862.04,884.72,935.13,841.87,804.06,793.98,763.73,846.91,806.58,715.84,766.26,
364.50,801.54,821.71,811.63,862.04,846.91,947.74,831.79,801.54,816.67,811.63,733.49,763.73,816.67,829.27,
364.87,819.19,824.23,841.87,751.13,869.60,993.11,816.67,859.52,884.72,788.94,909.93,799.02,743.57,814.15,
365.23,824.23,809.11,806.58,776.34,897.33,1068.72,851.96,826.75,799.02,728.45,829.27,854.48,718.36,796.50,
365.60,864.56,869.60,806.58,874.64,864.56,957.82,791.46,826.75,771.30,778.86,768.78,836.83,799.02,748.61,
365.96,839.35,834.31,796.50,862.04,801.54,932.61,872.12,841.87,864.56,804.06,801.54,821.71,768.78,846.91,
366.33,781.38,839.35,786.42,821.71,899.85,955.30,857.00,768.78,834.31,781.38,834.31,821.71,778.86,796.50,
366.69,814.15,826.75,854.48,793.98,819.19,902.37,857.00,834.31,836.83,756.17,831.79,844.39,814.15,851.96,
367.06,887.24,836.83,902.37,836.83,846.91,1003.19,912.45,882.20,844.39,728.45,768.78,811.63,809.11,819.19,
367.42,819.19,826.75,811.63,882.20,912.45,972.94,849.43,844.39,816.67,748.61,773.82,771.30,796.50,758.69,
367.79,849.43,811.63,811.63,844.39,884.72,995.63,771.30,799.02,824.23,710.80,738.53,816.67,824.23,768.78,
368.15,796.50,851.96,867.08,821.71,889.76,927.57,806.58,867.08,867.08,806.58,786.42,778.86,811.63,786.42,
368.52,839.35,841.87,945.22,824.23,857.00,970.42,839.35,804.06,761.21,819.19,793.98,763.73,771.30,821.71,
368.88,851.96,796.50,831.79,859.52,844.39,980.50,796.50,713.32,730.97,859.52,773.82,862.04,857.00,829.27,
369.25,826.75,783.90,796.50,927.57,816.67,970.42,872.12,826.75,826.75,839.35,783.90,776.34,791.46,799.02,
369.61,819.19,786.42,804.06,867.08,894.80,849.43,816.67,793.98,723.41,801.54,788.94,781.38,804.06,793.98,
369.98,804.06,824.23,859.52,819.19,899.85,914.97,814.15,864.56,713.32,783.90,801.54,811.63,799.02,788.94,
370.34,771.30,909.93,887.24,887.24,831.79,983.02,799.02,826.75,776.34,806.58,879.68,758.69,788.94,844.39,
370.70,841.87,867.08,831.79,799.02,862.04,1025.87,819.19,766.26,851.96,788.94,783.90,839.35,849.43,799.02,
371.07,854.48,882.20,841.87,778.86,877.16,970.42,748.61,715.84,748.61,806.58,743.57,804.06,776.34,766.26,
371.43,821.71,804.06,884.72,909.93,887.24,1048.56,836.83,746.09,688.12,816.67,766.26,811.63,791.46,761.21,
371.80,814.15,799.02,806.58,907.41,814.15,990.59,831.79,783.90,751.13,768.78,773.82,746.09,821.71,793.98,
372.16,783.90,799.02,859.52,781.38,889.76,962.86,864.56,748.61,862.04,801.54,786.42,758.69,763.73,781.38,
372.53,851.96,904.89,811.63,819.19,854.48,937.65,819.19,718.36,826.75,771.30,751.13,801.54,831.79,824.23,
372.89,793.98,834.31,849.43,791.46,829.27,962.86,889.76,804.06,728.45,801.54,768.78,834.31,796.50,763.73,
373.26,783.90,831.79,892.28,854.48,879.68,983.02,801.54,791.46,867.08,829.27,761.21,773.82,788.94,788.94,
373.62,872.12,844.39,836.83,786.42,912.45,965.38,872.12,909.93,804.06,849.43,826.75,811.63,829.27,804.06,
373.98,857.00,862.04,844.39,824.23,849.43,1018.31,791.46,778.86,829.27,781.38,791.46,804.06,766.26,763.73,
374.35,819.19,834.31,879.68,882.20,851.96,937.65,836.83,773.82,902.37,829.27,778.86,839.35,736.01,793.98,
374.71,849.43,821.71,839.35,788.94,922.53,957.82,793.98,756.17,703.24,836.83,746.09,771.30,776.34,778.86,
375.08,839.35,766.26,914.97,867.08,869.60,1003.19,844.39,776.34,804.06,844.39,849.43,766.26,781.38,829.27,
375.44,859.52,776.34,864.56,859.52,879.68,988.07,821.71,821.71,801.54,778.86,766.26,806.58,758.69,746.09,
375.81,804.06,889.76,839.35,887.24,829.27,960.34,846.91,826.75,814.15,819.19,778.86,914.97,728.45,811.63,
376.17,869.60,846.91,889.76,877.16,889.76,990.59,793.98,811.63,846.91,788.94,788.94,849.43,862.04,688.12,
376.53,872.12,869.60,899.85,897.33,940.18,922.53,753.65,877.16,854.48,839.35,753.65,874.64,874.64,776.34,
376.90,867.08,889.76,834.31,867.08,907.41,920.01,821.71,844.39,786.42,778.86,763.73,804.06,720.88,771.30,
377.26,829.27,902.37,806.58,854.48,917.49,980.50,806.58,788.94,793.98,872.12,788.94,771.30,824.23,851.96,
377.63,778.86,849.43,872.12,806.58,819.19,932.61,829.27,819.19,788.94,819.19,809.11,857.00,836.83,761.21,
377.99,824.23,821.71,844.39,788.94,867.08,1005.71,793.98,786.42,781.38,869.60,799.02,851.96,788.94,788.94,
378.35,809.11,829.27,806.58,799.02,811.63,983.02,834.31,741.05,849.43,841.87,862.04,738.53,783.90,824.23,
378.72,904.89,836.83,867.08,809.11,879.68,998.15,746.09,801.54,811.63,821.71,766.26,831.79,788.94,793.98,
379.08,889.76,942.70,849.43,824.23,922.53,995.63,819.19,788.94,809.11,766.26,844.39,841.87,768.78,783.90,
379.44,788.94,862.04,841.87,834.31,849.43,935.13,854.48,806.58,796.50,854.48,799.02,796.50,834.31,804.06,
379.81,824.23,831.79,826.75,821.71,864.56,1005.71,799.02,799.02,882.20,814.15,783.90,892.28,758.69,839.35,
380.17,821.71,819.19,899.85,849.43,829.27,1005.71,909.93,793.98,877.16,799.02,841.87,778.86,864.56,788.94,
380.54,846.91,846.91,836.83,867.08,889.76,980.50,862.04,819.19,859.52,793.98,841.87,859.52,857.00,743.57,
380.90,841.87,831.79,864.56,859.52,849.43,962.86,809.11,839.35,776.34,771.30,788.94,801.54,851.96,804.06,
381.26,811.63,824.23,912.45,831.79,849.43,980.50,851.96,776.34,768.78,799.02,753.65,836.83,801.54,751.13,
381.63,914.97,791.46,877.16,831.79,816.67,925.05,862.04,804.06,753.65,778.86,786.42,814.15,814.15,778.86,
381.99,728.45,814.15,937.65,841.87,783.90,932.61,874.64,720.88,824.23,864.56,793.98,826.75,783.90,788.94,
382.35,801.54,799.02,821.71,846.91,839.35,1030.92,841.87,781.38,793.98,829.27,854.48,746.09,814.15,718.36,
382.72,829.27,869.60,834.31,874.64,857.00,1056.12,811.63,730.97,796.50,796.50,799.02,783.90,874.64,733.49,
383.08,766.26,854.48,819.19,942.70,849.43,990.59,768.78,836.83,793.98,859.52,801.54,811.63,857.00,799.02,
383.44,771.30,773.82,761.21,879.68,932.61,937.65,867.08,761.21,846.91,746.09,725.93,793.98,723.41,768.78,
383.81,783.90,793.98,811.63,824.23,862.04,965.38,889.76,778.86,811.63,781.38,846.91,806.58,771.30,771.30,
384.17,819.19,806.58,857.00,864.56,859.52,930.09,786.42,854.48,783.90,778.86,821.71,804.06,725.93,773.82,
384.53,831.79,849.43,884.72,914.97,867.08,1063.68,763.73,814.15,791.46,887.24,743.57,799.02,834.31,756.17,
384.90,821.71,796.50,826.75,839.35,904.89,972.94,786.42,809.11,857.00,819.19,841.87,725.93,819.19,736.01,
385.26,857.00,857.00,773.82,821.71,877.16,937.65,826.75,776.34,849.43,738.53,783.90,736.01,751.13,781.38,
385.62,889.76,788.94,887.24,811.63,902.37,1033.44,824.23,829.27,814.15,801.54,788.94,763.73,781.38,766.26,
385.99,778.86,889.76,854.48,851.96,826.75,983.02,814.15,776.34,836.83,806.58,776.34,746.09,849.43,809.11,
386.35,909.93,768.78,935.13,912.45,864.56,995.63,846.91,705.76,746.09,733.49,829.27,841.87,831.79,753.65,
386.71,889.76,846.91,887.24,804.06,862.04,985.55,877.16,791.46,841.87,834.31,761.21,821.71,695.68,834.31,
387.07,814.15,771.30,851.96,841.87,897.33,967.90,889.76,783.90,783.90,801.54,824.23,776.34,867.08,889.76,
387.44,816.67,826.75,799.02,841.87,834.31,1010.75,804.06,781.38,766.26,741.05,788.94,723.41,788.94,831.79,
387.80,839.35,844.39,829.27,872.12,771.30,917.49,741.05,849.43,791.46,781.38,761.21,826.75,718.36,819.19,
388.16,836.83,788.94,922.53,834.31,882.20,990.59,781.38,733.49,778.86,783.90,829.27,746.09,776.34,844.39,
388.53,874.64,788.94,872.12,824.23,849.43,904.89,864.56,824.23,791.46,804.06,796.50,821.71,834.31,801.54,
388.89,859.52,857.00,877.16,839.35,920.01,980.50,841.87,771.30,753.65,811.63,799.02,799.02,814.15,736.01,
389.25,786.42,841.87,879.68,912.45,874.64,932.61,857.00,763.73,768.78,781.38,788.94,816.67,788.94,756.17,
389.61,806.58,854.48,874.64,814.15,768.78,970.42,821.71,768.78,793.98,796.50,839.35,756.17,829.27,771.30,
389.98,854.48,801.54,806.58,862.04,811.63,945.22,814.15,771.30,824.23,864.56,796.50,824.23,849.43,736.01,
390.34,796.50,857.00,819.19,862.04,864.56,920.01,811.63,761.21,776.34,776.34,851.96,857.00,736.01,819.19,
390.70,836.83,786.42,867.08,839.35,846.91,922.53,819.19,799.02,801.54,816.67,766.26,751.13,773.82,761.21,
391.06,834.31,788.94,937.65,899.85,879.68,922.53,804.06,796.50,829.27,849.43,791.46,799.02,801.54,844.39,
391.43,829.27,834.31,867.08,831.79,887.24,884.72,844.39,839.35,748.61,788.94,741.05,816.67,821.71,741.05,
391.79,1141.82,1141.82,1139.30,1136.78,1164.51,1161.99,1076.29,1096.45,1088.89,1083.85,1119.14,1126.70,1048.56,1061.16,
392.15,867.08,811.63,897.33,947.74,877.16,922.53,859.52,849.43,773.82,862.04,819.19,836.83,844.39,846.91,
392.51,819.19,849.43,867.08,816.67,864.56,955.30,859.52,788.94,834.31,766.26,809.11,836.83,801.54,791.46,
392.88,834.31,864.56,811.63,849.43,889.76,947.74,859.52,788.94,814.15,801.54,786.42,778.86,766.26,836.83,
393.24,826.75,829.27,887.24,814.15,859.52,920.01,889.76,821.71,773.82,781.38,761.21,773.82,753.65,793.98,
393.60,806.58,877.16,841.87,781.38,824.23,947.74,826.75,778.86,834.31,763.73,781.38,821.71,763.73,834.31,
393.96,887.24,874.64,846.91,819.19,864.56,988.07,836.83,761.21,778.86,801.54,733.49,826.75,829.27,814.15,
394.33,710.80,806.58,902.37,882.20,879.68,914.97,897.33,781.38,793.98,857.00,796.50,819.19,814.15,763.73,
394.69,788.94,877.16,930.09,851.96,857.00,1000.67,809.11,821.71,791.46,796.50,811.63,841.87,776.34,844.39,
395.05,862.04,844.39,882.20,819.19,809.11,990.59,844.39,806.58,786.42,748.61,751.13,814.15,766.26,763.73,
395.41,857.00,841.87,834.31,874.64,849.43,950.26,841.87,816.67,791.46,773.82,788.94,788.94,819.19,733.49,
395.77,882.20,766.26,796.50,824.23,829.27,980.50,809.11,771.30,824.23,713.32,801.54,761.21,836.83,763.73,
396.14,836.83,869.60,882.20,892.28,841.87,1020.83,819.19,788.94,804.06,836.83,804.06,720.88,804.06,799.02,
396.50,776.34,793.98,887.24,844.39,846.91,942.70,869.60,869.60,741.05,741.05,796.50,773.82,826.75,851.96,
396.86,783.90,874.64,859.52,862.04,796.50,990.59,814.15,741.05,776.34,836.83,768.78,799.02,826.75,816.67,
397.22,781.38,862.04,877.16,894.80,897.33,945.22,819.19,819.19,836.83,854.48,786.42,834.31,844.39,748.61,
397.58,829.27,831.79,882.20,821.71,839.35,975.46,877.16,756.17,824.23,841.87,801.54,756.17,801.54,743.57,
397.95,857.00,829.27,894.80,874.64,867.08,1043.52,882.20,836.83,884.72,841.87,781.38,814.15,799.02,796.50,
398.31,849.43,778.86,872.12,909.93,867.08,962.86,851.96,819.19,844.39,746.09,748.61,733.49,831.79,786.42,
398.67,826.75,793.98,877.16,874.64,814.15,998.15,879.68,753.65,793.98,841.87,776.34,791.46,786.42,811.63,
399.03,801.54,819.19,882.20,897.33,857.00,965.38,788.94,791.46,793.98,804.06,826.75,763.73,851.96,793.98,
399.39,806.58,824.23,867.08,831.79,937.65,1035.96,826.75,783.90,925.05,851.96,801.54,776.34,748.61,758.69,
399.75,892.28,859.52,897.33,836.83,877.16,993.11,844.39,783.90,793.98,814.15,844.39,773.82,824.23,776.34,
400.12,725.93,791.46,851.96,839.35,889.76,922.53,799.02,766.26,796.50,763.73,723.41,768.78,814.15,730.97,
400.48,811.63,846.91,862.04,778.86,872.12,972.94,834.31,806.58,839.35,814.15,746.09,788.94,768.78,771.30,
400.84,899.85,872.12,841.87,814.15,834.31,952.78,819.19,783.90,771.30,831.79,773.82,771.30,796.50,819.19,
401.20,872.12,819.19,836.83,844.39,889.76,998.15,793.98,793.98,882.20,844.39,776.34,826.75,857.00,829.27,
401.56,851.96,884.72,884.72,801.54,889.76,990.59,804.06,786.42,793.98,806.58,799.02,753.65,758.69,806.58,
401.92,899.85,922.53,811.63,874.64,841.87,1010.75,922.53,851.96,776.34,758.69,799.02,786.42,809.11,806.58,
402.28,849.43,783.90,879.68,920.01,859.52,1013.27,771.30,854.48,730.97,811.63,844.39,796.50,836.83,839.35,
402.65,814.15,811.63,892.28,912.45,834.31,955.30,796.50,761.21,841.87,791.46,768.78,814.15,879.68,741.05,
403.01,821.71,846.91,877.16,882.20,882.20,1008.23,793.98,826.75,793.98,857.00,834.31,814.15,841.87,854.48,
403.37,771.30,877.16,937.65,849.43,902.37,925.05,849.43,776.34,781.38,788.94,743.57,776.34,864.56,796.50,
403.73,839.35,877.16,942.70,834.31,846.91,1066.20,788.94,824.23,882.20,741.05,874.64,799.02,821.71,814.15,
404.09,806.58,821.71,849.43,864.56,952.78,1053.60,826.75,819.19,819.19,799.02,738.53,761.21,831.79,793.98,
404.45,846.91,791.46,879.68,841.87,768.78,998.15,783.90,793.98,758.69,882.20,806.58,788.94,920.01,748.61,
404.81,831.79,788.94,844.39,811.63,899.85,993.11,809.11,693.16,751.13,834.31,793.98,778.86,849.43,736.01,
405.17,806.58,819.19,841.87,841.87,879.68,940.18,786.42,867.08,814.15,937.65,791.46,786.42,872.12,824.23,
405.53,821.71,821.71,841.87,857.00,889.76,998.15,783.90,783.90,829.27,829.27,730.97,826.75,909.93,862.04,
405.90,849.43,811.63,892.28,846.91,899.85,1015.79,854.48,799.02,725.93,793.98,791.46,783.90,897.33,758.69,
406.26,804.06,829.27,826.75,859.52,816.67,1013.27,831.79,819.19,758.69,821.71,806.58,733.49,889.76,715.84,
406.62,872.12,867.08,829.27,867.08,867.08,1020.83,821.71,758.69,811.63,826.75,746.09,801.54,882.20,713.32,
406.98,788.94,874.64,897.33,857.00,862.04,993.11,889.76,862.04,741.05,796.50,834.31,846.91,925.05,806.58,
407.34,786.42,806.58,887.24,869.60,897.33,1053.60,791.46,791.46,778.86,783.90,857.00,748.61,962.86,766.26,
407.70,849.43,821.71,809.11,831.79,909.93,1035.96,804.06,804.06,758.69,783.90,806.58,839.35,917.49,801.54,
408.06,834.31,831.79,829.27,826.75,867.08,1018.31,788.94,851.96,821.71,753.65,763.73,763.73,914.97,804.06,
408.42,814.15,841.87,867.08,826.75,917.49,1020.83,788.94,771.30,824.23,796.50,786.42,763.73,899.85,748.61,
408.78,864.56,854.48,851.96,869.60,821.71,1048.56,786.42,773.82,791.46,849.43,844.39,851.96,970.42,783.90,
409.14,821.71,821.71,897.33,867.08,816.67,1020.83,819.19,844.39,819.19,804.06,801.54,804.06,1020.83,751.13,
409.50,831.79,854.48,874.64,869.60,894.80,1015.79,811.63,766.26,831.79,834.31,725.93,756.17,962.86,809.11,
409.86,902.37,862.04,862.04,844.39,889.76,1063.68,857.00,814.15,783.90,738.53,763.73,799.02,937.65,821.71,
410.22,826.75,824.23,914.97,872.12,819.19,1013.27,753.65,743.57,801.54,781.38,768.78,761.21,1035.96,821.71,
410.58,879.68,839.35,844.39,841.87,849.43,1058.64,824.23,824.23,718.36,799.02,758.69,771.30,1086.37,809.11,
410.94,839.35,879.68,902.37,877.16,841.87,1098.97,839.35,799.02,824.23,778.86,791.46,831.79,980.50,783.90,
411.31,859.52,864.56,889.76,799.02,829.27,1081.33,801.54,793.98,816.67,796.50,799.02,756.17,1048.56,887.24,
411.67,824.23,857.00,857.00,897.33,851.96,1081.33,844.39,756.17,776.34,801.54,778.86,862.04,1093.93,748.61,
412.03,834.31,776.34,846.91,834.31,894.80,1078.81,851.96,826.75,814.15,776.34,796.50,771.30,1073.77,799.02,
412.39,816.67,761.21,877.16,831.79,877.16,1073.77,862.04,851.96,826.75,804.06,791.46,821.71,1146.86,819.19,
412.75,831.79,867.08,889.76,947.74,796.50,1126.70,839.35,736.01,801.54,753.65,799.02,806.58,1161.99,819.19,
413.11,887.24,836.83,841.87,857.00,841.87,1053.60,806.58,824.23,783.90,768.78,720.88,811.63,1104.01,776.34,
413.47,781.38,864.56,806.58,804.06,864.56,1028.40,776.34,826.75,811.63,781.38,801.54,791.46,1154.42,753.65,
413.83,862.04,844.39,887.24,857.00,849.43,1041.00,849.43,799.02,854.48,801.54,796.50,851.96,1151.90,771.30,
414.19,826.75,869.60,872.12,771.30,834.31,1041.00,839.35,758.69,839.35,753.65,859.52,763.73,1101.49,733.49,
414.55,867.08,844.39,889.76,846.91,816.67,1083.85,806.58,786.42,786.42,753.65,718.36,806.58,1189.71,826.75,
414.91,814.15,884.72,783.90,864.56,980.50,1116.62,819.19,849.43,778.86,799.02,743.57,824.23,1189.71,791.46,
415.27,781.38,811.63,839.35,844.39,877.16,1121.66,799.02,809.11,821.71,831.79,753.65,771.30,1242.64,831.79,
415.63,763.73,862.04,821.71,869.60,922.53,1093.93,778.86,826.75,783.90,824.23,763.73,899.85,1325.82,743.57,
415.99,824.23,801.54,892.28,819.19,864.56,1104.01,872.12,768.78,836.83,768.78,771.30,786.42,1345.99,791.46,
416.35,811.63,917.49,859.52,952.78,932.61,1078.81,788.94,806.58,849.43,751.13,781.38,819.19,1376.24,720.88,
416.71,793.98,776.34,816.67,889.76,829.27,1083.85,841.87,804.06,788.94,788.94,781.38,804.06,1419.08,771.30,
417.07,869.60,849.43,816.67,862.04,864.56,1167.03,819.19,799.02,725.93,725.93,834.31,806.58,1477.06,781.38,
417.43,778.86,867.08,867.08,877.16,849.43,1207.36,776.34,814.15,809.11,756.17,814.15,748.61,1507.30,763.73,
417.79,920.01,894.80,849.43,912.45,904.89,1245.16,904.89,809.11,771.30,776.34,824.23,874.64,1590.48,809.11,
418.15,862.04,781.38,811.63,859.52,874.64,1184.67,829.27,763.73,814.15,761.21,796.50,766.26,1489.66,824.23,
418.51,879.68,859.52,867.08,854.48,904.89,1277.93,854.48,791.46,799.02,829.27,781.38,753.65,1620.73,730.97,
418.87,801.54,864.56,912.45,854.48,904.89,1164.51,836.83,778.86,783.90,869.60,867.08,771.30,1643.42,849.43,
419.22,806.58,844.39,877.16,826.75,872.12,1214.92,844.39,783.90,768.78,809.11,776.34,786.42,1593.00,819.19,
419.58,869.60,879.68,839.35,849.43,857.00,1257.77,761.21,857.00,758.69,761.21,753.65,844.39,1678.70,746.09,
419.94,859.52,851.96,826.75,892.28,831.79,1310.70,799.02,877.16,801.54,831.79,783.90,811.63,1756.84,834.31,
420.30,844.39,874.64,811.63,851.96,894.80,1187.19,849.43,826.75,816.67,776.34,751.13,851.96,1824.90,763.73,
420.66,806.58,811.63,783.90,806.58,831.79,1187.19,834.31,781.38,841.87,834.31,761.21,811.63,1761.88,783.90,
421.02,799.02,862.04,834.31,907.41,884.72,1235.08,859.52,793.98,788.94,859.52,834.31,758.69,1852.62,758.69,
421.38,814.15,811.63,811.63,804.06,831.79,1192.23,836.83,801.54,758.69,811.63,766.26,879.68,1862.71,736.01,
421.74,859.52,867.08,836.83,826.75,834.31,1194.75,819.19,824.23,854.48,771.30,753.65,811.63,1968.57,806.58,
422.10,811.63,809.11,902.37,834.31,882.20,1270.37,801.54,776.34,824.23,834.31,839.35,730.97,1968.57,748.61,
422.46,867.08,862.04,857.00,872.12,811.63,1272.89,824.23,738.53,781.38,799.02,864.56,776.34,2172.74,819.19,
422.82,781.38,824.23,869.60,844.39,849.43,1282.97,851.96,834.31,791.46,748.61,824.23,788.94,2124.85,814.15,
423.18,877.16,816.67,839.35,831.79,864.56,1257.77,909.93,811.63,839.35,761.21,844.39,809.11,2220.63,831.79,
423.54,854.48,902.37,841.87,882.20,917.49,1288.01,914.97,816.67,796.50,748.61,806.58,811.63,2356.74,806.58,
423.90,806.58,821.71,824.23,897.33,834.31,1318.26,907.41,819.19,904.89,783.90,829.27,799.02,2394.55,730.97,
424.25,844.39,829.27,793.98,907.41,877.16,1237.60,801.54,796.50,758.69,801.54,804.06,809.11,2523.10,786.42,
424.61,806.58,801.54,846.91,814.15,869.60,1300.62,806.58,766.26,841.87,776.34,806.58,781.38,2548.30,771.30,
424.97,799.02,859.52,806.58,811.63,846.91,1255.25,841.87,738.53,799.02,854.48,851.96,771.30,2563.43,801.54,
425.33,862.04,826.75,955.30,831.79,811.63,1252.73,872.12,811.63,864.56,836.83,801.54,846.91,2792.80,836.83,
425.69,791.46,894.80,932.61,836.83,920.01,1169.55,839.35,841.87,839.35,786.42,799.02,801.54,2714.66,821.71,
426.05,869.60,846.91,917.49,834.31,887.24,1290.54,872.12,786.42,756.17,773.82,816.67,809.11,2888.58,781.38,
426.41,862.04,839.35,879.68,859.52,887.24,1194.75,859.52,791.46,768.78,751.13,771.30,793.98,3002.01,736.01,
426.77,799.02,849.43,874.64,864.56,849.43,1247.69,836.83,746.09,801.54,743.57,786.42,773.82,3044.86,831.79,
427.13,768.78,867.08,879.68,884.72,849.43,1217.44,899.85,821.71,814.15,859.52,766.26,819.19,3085.19,809.11,
427.48,834.31,834.31,887.24,809.11,889.76,1212.40,804.06,763.73,882.20,826.75,804.06,819.19,3322.12,844.39,
427.84,846.91,816.67,841.87,814.15,869.60,1189.71,849.43,783.90,806.58,799.02,786.42,698.20,3173.41,824.23,
428.20,925.05,829.27,899.85,914.97,849.43,1252.73,884.72,857.00,814.15,874.64,773.82,884.72,3591.82,783.90,
428.56,857.00,799.02,899.85,902.37,824.23,1182.15,809.11,791.46,791.46,884.72,771.30,824.23,3669.96,811.63,
